,summary,config,name
84,"{'test/recall': 0.8775510204081632, 'test/epoch_loss': 0.6228035251299541, 'train/epoch_acc': 0.7493857493857494, 'train/batch_loss': 0.6377201080322266, '_step': 279, '_runtime': 334.2993712425232, '_timestamp': 1678790886.952144, 'test/f1-score': 0.7818181818181819, 'test/epoch_acc': 0.7333333333333334, 'test/precision': 0.7049180327868853, 'train/epoch_loss': 0.6127705679478751, 'epoch': 9, '_wandb': {'runtime': 331}}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 32, 'learning_rate': 0.0003}",confused-sweep-15
85,"{'test/precision': 0.7192982456140351, 'test/epoch_loss': 0.6144241677390204, 'train/epoch_acc': 0.8415233415233415, 'train/batch_loss': 0.1340156048536301, 'train/epoch_loss': 0.3545121966840594, '_wandb': {'runtime': 342}, '_timestamp': 1678790542.286384, '_runtime': 345.0617377758026, 'test/recall': 0.8541666666666666, 'test/f1-score': 0.7809523809523811, 'test/epoch_acc': 0.7444444444444445, '_step': 529, 'epoch': 9}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 16, 'learning_rate': 0.1}",ancient-sweep-14
86,"{'test/epoch_loss': 0.6392196734746297, '_runtime': 346.86587953567505, '_timestamp': 1678790183.7024884, '_wandb': {'runtime': 344}, 'test/recall': 0.782608695652174, 'test/f1-score': 0.7422680412371134, 'test/epoch_acc': 0.7222222222222222, 'test/precision': 0.7058823529411765, 'train/epoch_acc': 0.7457002457002457, '_step': 529, 'epoch': 9, 'train/batch_loss': 0.6280461549758911, 'train/epoch_loss': 0.6374555861334836}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 16, 'learning_rate': 0.0003}",revived-sweep-13
87,"{'_wandb': {'runtime': 348}, '_runtime': 350.9660577774048, '_timestamp': 1678789826.0085878, 'test/recall': 0.9111111111111112, 'train/epoch_acc': 0.9987714987714988, 'train/epoch_loss': 0.02119528235872196, '_step': 149, 'epoch': 9, 'test/f1-score': 0.9010989010989012, 'test/epoch_acc': 0.9, 'test/precision': 0.8913043478260869, 'test/epoch_loss': 0.24115624560250176, 'train/batch_loss': 0.04231283441185951}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 64, 'learning_rate': 0.0003}",swift-sweep-12
88,"{'_step': 2059, '_wandb': {'runtime': 393}, '_runtime': 397.1281135082245, '_timestamp': 1678789464.8040044, 'epoch': 9, 'test/recall': 0.8333333333333334, 'test/f1-score': 0.7894736842105262, 'test/epoch_acc': 0.8222222222222223, 'test/precision': 0.75, 'test/epoch_loss': 0.5769641452365452, 'train/epoch_acc': 0.757985257985258, 'train/batch_loss': 0.6127220392227173, 'train/epoch_loss': 0.5840219159676929}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.0001}",rosy-sweep-11
89,"{'_wandb': {'runtime': 352}, '_timestamp': 1678789057.5684297, 'test/f1-score': 0.8842105263157894, 'test/epoch_acc': 0.8777777777777778, 'train/epoch_acc': 0.9938574938574938, 'train/batch_loss': 0.11590295284986496, 'train/epoch_loss': 0.06967324825777176, '_step': 149, '_runtime': 355.46944642066956, 'test/recall': 0.8076923076923077, 'test/precision': 0.9767441860465116, 'test/epoch_loss': 0.2696530275874668, 'epoch': 9}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 64, 'learning_rate': 0.003}",deft-sweep-10
90,"{'epoch': 9, '_wandb': {'runtime': 340}, '_runtime': 342.3234579563141, 'test/recall': 0.9069767441860463, 'test/f1-score': 0.7959183673469388, 'test/precision': 0.7090909090909091, 'test/epoch_loss': 0.6248881856600443, '_step': 279, 'train/batch_loss': 0.5820533037185669, 'train/epoch_acc': 0.7014742014742015, 'test/epoch_acc': 0.7777777777777778, 'train/epoch_loss': 0.6400203514450599, '_timestamp': 1678788683.006292}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.0001}",atomic-sweep-9
91,"{'_step': 1039, '_wandb': {'runtime': 351}, '_timestamp': 1678788328.1196988, 'test/f1-score': 0.693069306930693, 'test/epoch_loss': 0.6175267219543457, 'train/batch_loss': 0.3377891480922699, 'epoch': 9, '_runtime': 353.4816448688507, 'test/recall': 0.7954545454545454, 'test/epoch_acc': 0.6555555555555556, 'test/precision': 0.6140350877192983, 'train/epoch_acc': 0.7432432432432432, 'train/epoch_loss': 0.5329857344855841}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 8, 'learning_rate': 0.1}",cosmic-sweep-8
92,"{'test/epoch_acc': 0.6666666666666667, 'test/epoch_loss': 0.6419186863634322, 'train/epoch_acc': 0.7186732186732187, 'train/batch_loss': 0.17200787365436554, 'epoch': 9, '_runtime': 392.4064960479736, '_timestamp': 1678787961.3400052, 'test/recall': 0.8536585365853658, 'train/epoch_loss': 0.5631518808058498, '_step': 2059, '_wandb': {'runtime': 390}, 'test/f1-score': 0.6999999999999998, 'test/precision': 0.5932203389830508}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 4, 'learning_rate': 0.01}",lunar-sweep-7
93,"{'_runtime': 345.9260220527649, 'test/recall': 0.8888888888888888, 'test/epoch_acc': 0.9, 'test/epoch_loss': 0.24278527200222016, 'train/epoch_acc': 0.9975429975429976, 'train/epoch_loss': 0.03237721893286529, 'epoch': 9, '_wandb': {'runtime': 343}, 'test/f1-score': 0.8988764044943819, 'test/precision': 0.9090909090909092, 'train/batch_loss': 0.04353119805455208, '_step': 529, '_timestamp': 1678787557.992564}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.01}",zany-sweep-6
94,"{'test/epoch_acc': 0.9111111111111112, 'test/epoch_loss': 0.32114719019995797, 'train/batch_loss': 0.21811823546886444, '_step': 529, 'epoch': 9, '_wandb': {'runtime': 344}, '_runtime': 346.5414688587189, '_timestamp': 1678787192.9954038, 'test/recall': 0.8571428571428571, 'test/f1-score': 0.9130434782608696, 'test/precision': 0.9767441860465116, 'train/epoch_acc': 0.9336609336609336, 'train/epoch_loss': 0.2347587838000103}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 16, 'learning_rate': 0.001}",absurd-sweep-5
95,"{'train/epoch_loss': 0.02646600444977348, '_timestamp': 1678786835.7254088, 'test/precision': 0.9166666666666666, 'test/epoch_loss': 0.22436124781767527, 'train/epoch_acc': 1, 'test/recall': 0.8461538461538461, 'test/f1-score': 0.8799999999999999, 'test/epoch_acc': 0.9, 'train/batch_loss': 0.06225413456559181, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 344}, '_runtime': 345.9469966888428}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 32, 'learning_rate': 0.003}",radiant-sweep-4
96,"{'test/f1-score': 0.8045977011494252, 'test/precision': 0.7446808510638298, 'train/epoch_acc': 0.8341523341523341, 'epoch': 9, '_wandb': {'runtime': 353}, 'test/recall': 0.875, 'test/epoch_acc': 0.8111111111111111, 'test/epoch_loss': 0.4459853092829386, 'train/batch_loss': 0.5456343293190002, 'train/epoch_loss': 0.45506354690476775, '_step': 1039, '_runtime': 355.012455701828, '_timestamp': 1678786479.0865147}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.0003}",sandy-sweep-3
97,"{'test/epoch_loss': 0.31915653232071134, 'train/epoch_acc': 0.9926289926289926, 'train/epoch_loss': 0.045762457081668206, '_wandb': {'runtime': 342}, '_runtime': 344.01046657562256, 'test/recall': 0.7894736842105263, 'test/f1-score': 0.8450704225352113, 'test/precision': 0.9090909090909092, '_step': 529, 'epoch': 9, '_timestamp': 1678786112.108075, 'test/epoch_acc': 0.8777777777777778, 'train/batch_loss': 0.026765840128064156}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.01}",pretty-sweep-2
98,"{'_runtime': 359.66486382484436, 'test/f1-score': 0.379746835443038, 'test/precision': 0.42857142857142855, 'test/epoch_loss': 0.7006691349877252, 'train/batch_loss': 0.7150550484657288, '_step': 149, 'epoch': 9, '_wandb': {'runtime': 357}, '_timestamp': 1678785758.376562, 'test/recall': 0.3409090909090909, 'test/epoch_acc': 0.45555555555555555, 'train/epoch_acc': 0.4815724815724816, 'train/epoch_loss': 0.7011552195291262}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.0003}",rose-sweep-1
99,"{'_timestamp': 1678785370.5563953, 'test/recall': 0.9090909090909092, 'train/epoch_acc': 0.995085995085995, 'train/epoch_loss': 0.023103852647056927, '_step': 74, '_runtime': 180.05384421348572, 'test/f1-score': 0.8791208791208791, 'test/epoch_acc': 0.8777777777777778, 'test/precision': 0.851063829787234, 'test/epoch_loss': 0.5091631063156657, 'train/batch_loss': 0.0016211483161896467, 'epoch': 4, '_wandb': {'runtime': 181}}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 64, 'learning_rate': 0.1}",cosmic-sweep-2
100,"{'test/f1-score': 0.9166666666666666, 'test/epoch_acc': 0.9111111111111112, 'test/precision': 0.9166666666666666, 'test/epoch_loss': 0.2461573594146305, 'train/epoch_acc': 0.9828009828009828, 'train/batch_loss': 0.0724378228187561, '_step': 279, 'test/recall': 0.9166666666666666, '_runtime': 347.11417746543884, '_timestamp': 1678743707.9633043, 'train/epoch_loss': 0.11044558714297244, 'epoch': 9, '_wandb': {'runtime': 344}}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.003}",ethereal-sweep-14
101,"{'_timestamp': 1678743349.8008895, 'test/recall': 0.9130434782608696, 'test/f1-score': 0.9333333333333332, 'test/epoch_acc': 0.9333333333333332, 'test/precision': 0.9545454545454546, 'test/epoch_loss': 0.16449517243438297, '_step': 149, '_runtime': 349.69085454940796, 'train/epoch_loss': 0.043383844352398226, 'train/epoch_acc': 1, 'train/batch_loss': 0.05796322599053383, 'epoch': 9, '_wandb': {'runtime': 346}}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 64, 'learning_rate': 0.003}",northern-sweep-13
102,"{'epoch': 9, 'test/precision': 0.723404255319149, 'train/epoch_loss': 0.40511614706651, '_step': 2059, '_wandb': {'runtime': 559}, '_runtime': 560.5539684295654, '_timestamp': 1678743376.8770983, 'test/recall': 0.85, 'test/f1-score': 0.7816091954022989, 'test/epoch_acc': 0.788888888888889, 'test/epoch_loss': 0.5102662573258082, 'train/epoch_acc': 0.8255528255528255, 'train/batch_loss': 0.42048144340515137}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.001}",faithful-sweep-12
103,"{'epoch': 9, '_wandb': {'runtime': 355}, '_timestamp': 1678742986.9751594, 'test/epoch_loss': 0.3378064884079827, 'train/epoch_acc': 0.8955773955773956, '_step': 1039, '_runtime': 358.3485324382782, 'test/recall': 0.7777777777777778, 'test/f1-score': 0.8536585365853658, 'test/epoch_acc': 0.8666666666666667, 'test/precision': 0.945945945945946, 'train/batch_loss': 0.5923706889152527, 'train/epoch_loss': 0.27216847456936755}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.0003}",zany-sweep-12
104,"{'train/epoch_acc': 0.7481572481572482, 'train/epoch_loss': 0.613342459283824, 'epoch': 9, '_wandb': {'runtime': 358}, '_runtime': 362.78373169898987, 'test/precision': 0.6226415094339622, 'test/epoch_loss': 0.615033131175571, 'train/batch_loss': 0.6421169638633728, '_step': 1039, '_timestamp': 1678742619.1453717, 'test/recall': 0.9166666666666666, 'test/f1-score': 0.7415730337078651, 'test/epoch_acc': 0.7444444444444445}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.0001}",ruby-sweep-11
105,"{'_timestamp': 1678742643.2100165, 'test/f1-score': 0.875, '_step': 2059, '_wandb': {'runtime': 531}, 'test/recall': 0.8076923076923077, 'test/epoch_acc': 0.8666666666666667, 'test/precision': 0.9545454545454546, 'test/epoch_loss': 0.3795760815549228, 'train/epoch_acc': 0.9656019656019657, 'train/batch_loss': 0.07699991017580032, 'epoch': 9, '_runtime': 531.6082515716553, 'train/epoch_loss': 0.09796744051757808}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 4, 'learning_rate': 0.001}",fallen-sweep-10
106,"{'_step': 1039, 'epoch': 9, '_wandb': {'runtime': 359}, '_runtime': 361.6978232860565, 'train/batch_loss': 0.1150113120675087, 'train/epoch_loss': 0.24495647845821825, '_timestamp': 1678742242.6362762, 'test/recall': 0.8076923076923077, 'test/f1-score': 0.875, 'test/epoch_acc': 0.8666666666666667, 'test/precision': 0.9545454545454546, 'test/epoch_loss': 0.2956610471010208, 'train/epoch_acc': 0.9103194103194104}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 7, 'batch_size': 8, 'learning_rate': 0.003}",rare-sweep-10
107,"{'train/epoch_acc': 0.8869778869778869, 'train/batch_loss': 0.14859537780284882, 'train/epoch_loss': 0.310643073711407, 'epoch': 9, '_timestamp': 1678742103.7627492, 'test/recall': 0.7906976744186046, 'test/epoch_acc': 0.888888888888889, 'test/epoch_loss': 0.26282389760017394, '_step': 1039, '_wandb': {'runtime': 471}, '_runtime': 471.6707801818848, 'test/f1-score': 0.8717948717948717, 'test/precision': 0.9714285714285714}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.003}",major-sweep-9
108,"{'train/epoch_loss': 0.6766868150204932, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 341}, '_timestamp': 1678741869.828495, 'test/epoch_loss': 0.6676742302046882, 'train/epoch_acc': 0.5921375921375921, 'train/batch_loss': 0.6228023767471313, '_runtime': 344.49258494377136, 'test/recall': 0.6976744186046512, 'test/f1-score': 0.6451612903225806, 'test/epoch_acc': 0.6333333333333333, 'test/precision': 0.6}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.0001}",spring-sweep-9
109,"{'train/epoch_acc': 0.9987714987714988, 'train/batch_loss': 0.0022799931466579437, '_step': 1039, 'test/recall': 0.9318181818181818, 'test/f1-score': 0.9213483146067416, '_timestamp': 1678741623.0662856, 'test/epoch_acc': 0.9222222222222224, 'test/precision': 0.9111111111111112, 'test/epoch_loss': 0.16872049139605627, 'train/epoch_loss': 0.02303326028314504, 'epoch': 9, '_wandb': {'runtime': 451}, '_runtime': 452.4322986602783}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.003}",elated-sweep-8
110,"{'test/recall': 0.9318181818181818, 'test/epoch_acc': 0.9555555555555556, 'test/epoch_loss': 0.2148759490913815, 'train/epoch_loss': 0.1359616077759049, 'epoch': 9, '_wandb': {'runtime': 342}, '_runtime': 345.3405177593231, 'test/precision': 0.9761904761904762, 'train/epoch_acc': 0.9606879606879608, 'train/batch_loss': 0.11643347889184952, '_step': 149, '_timestamp': 1678741511.9070578, 'test/f1-score': 0.9534883720930232}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.003}",hardy-sweep-8
111,"{'test/recall': 0.8048780487804879, 'test/epoch_loss': 0.2181672462158733, 'train/epoch_acc': 1, 'train/epoch_loss': 0.008645273717600824, '_wandb': {'runtime': 342}, '_runtime': 345.1732180118561, '_timestamp': 1678741156.130327, 'test/f1-score': 0.868421052631579, 'test/epoch_acc': 0.888888888888889, 'test/precision': 0.9428571428571428, 'train/batch_loss': 0.042314428836107254, '_step': 279, 'epoch': 9}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 32, 'learning_rate': 0.1}",sweepy-sweep-7
112,"{'test/recall': 0.6341463414634146, 'test/epoch_acc': 0.7777777777777778, 'train/epoch_acc': 0.8292383292383292, 'train/batch_loss': 0.3791900873184204, 'epoch': 9, '_wandb': {'runtime': 453}, '_runtime': 454.0593776702881, '_timestamp': 1678741159.4683807, 'test/f1-score': 0.7222222222222222, 'test/precision': 0.8387096774193549, 'test/epoch_loss': 0.4768455002042982, 'train/epoch_loss': 0.45283343838825274, '_step': 1039}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'sgd', 'step_size': 7, 'batch_size': 8, 'learning_rate': 0.0001}",glorious-sweep-7
113,"{'_runtime': 348.53755164146423, '_timestamp': 1678740798.1400597, 'test/recall': 0.9333333333333332, 'test/f1-score': 0.9333333333333332, 'test/epoch_acc': 0.9333333333333332, 'test/precision': 0.9333333333333332, 'test/epoch_loss': 0.1931780371401045, '_wandb': {'runtime': 346}, 'train/epoch_loss': 0.0030514685945077376, 'train/epoch_acc': 1, 'epoch': 9, 'train/batch_loss': 0.001889266073703766, '_step': 149}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 64, 'learning_rate': 0.01}",rural-sweep-6
114,"{'train/epoch_acc': 0.984029484029484, 'train/batch_loss': 0.1385842263698578, 'train/epoch_loss': 0.07075482415817952, '_step': 2059, '_timestamp': 1678740696.0305526, 'test/recall': 0.8666666666666667, 'test/f1-score': 0.896551724137931, 'test/epoch_loss': 0.22745563416845269, 'epoch': 9, '_wandb': {'runtime': 560}, '_runtime': 560.7404127120972, 'test/epoch_acc': 0.9, 'test/precision': 0.9285714285714286}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 4, 'learning_rate': 0.01}",smart-sweep-6
115,"{'test/epoch_acc': 0.8111111111111111, 'test/epoch_loss': 0.507676590151257, '_runtime': 345.5716743469238, 'test/f1-score': 0.8172043010752688, '_wandb': {'runtime': 342}, '_timestamp': 1678740438.4959724, 'test/recall': 0.7755102040816326, 'test/precision': 0.8636363636363636, 'train/epoch_acc': 0.7616707616707616, 'train/batch_loss': 0.44296249747276306, '_step': 529, 'epoch': 9, 'train/epoch_loss': 0.5191410552225183}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 16, 'learning_rate': 0.1}",giddy-sweep-5
116,"{'_step': 529, '_wandb': {'runtime': 342}, '_runtime': 345.28623247146606, '_timestamp': 1678740073.5443084, 'test/recall': 0.6666666666666666, 'test/precision': 0.7027027027027027, 'test/epoch_loss': 0.6657861550649007, 'epoch': 9, 'test/f1-score': 0.6842105263157895, 'test/epoch_acc': 0.7333333333333334, 'train/epoch_acc': 0.8538083538083537, 'train/batch_loss': 0.4066888689994812, 'train/epoch_loss': 0.32492415251837314}","{'eps': 1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.1}",lilac-sweep-4
117,"{'_timestamp': 1678740126.212114, 'test/f1-score': 0.8913043478260869, 'test/epoch_loss': 0.2600655794143677, 'train/epoch_acc': 0.9803439803439804, '_step': 1039, 'epoch': 9, '_runtime': 454.98564982414246, 'test/precision': 0.9534883720930232, 'train/batch_loss': 0.01167443674057722, 'train/epoch_loss': 0.08152788232426166, '_wandb': {'runtime': 454}, 'test/recall': 0.8367346938775511, 'test/epoch_acc': 0.888888888888889}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.001}",hearty-sweep-5
118,"{'epoch': 9, '_wandb': {'runtime': 354}, '_timestamp': 1678739717.8250418, 'test/f1-score': 0.7865168539325842, 'test/epoch_acc': 0.788888888888889, 'test/epoch_loss': 0.4899995631641812, 'train/epoch_acc': 0.8144963144963144, '_step': 1039, 'train/epoch_loss': 0.5079173609724209, 'test/recall': 0.875, 'test/precision': 0.7142857142857143, 'train/batch_loss': 0.6180618405342102, '_runtime': 356.9382667541504}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.0001}",silvery-sweep-3
119,"{'_runtime': 454.2519624233246, 'test/recall': 0.8205128205128205, 'epoch': 9, '_wandb': {'runtime': 453}, 'test/f1-score': 0.8648648648648648, 'test/epoch_acc': 0.888888888888889, 'test/precision': 0.9142857142857144, 'test/epoch_loss': 0.3028925802972582, 'train/epoch_acc': 0.8968058968058967, 'train/batch_loss': 0.2711101472377777, '_step': 1039, '_timestamp': 1678739662.5458224, 'train/epoch_loss': 0.28549219298128414}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.99, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 8, 'learning_rate': 0.0003}",dulcet-sweep-4
120,"{'train/epoch_loss': 0.6479796424544707, '_step': 529, '_wandb': {'runtime': 341}, '_runtime': 343.88807487487793, 'test/recall': 0.7894736842105263, 'test/precision': 0.5454545454545454, 'test/epoch_loss': 0.6651701913939582, 'epoch': 9, '_timestamp': 1678739351.1315958, 'test/f1-score': 0.6451612903225806, 'test/epoch_acc': 0.6333333333333333, 'train/epoch_acc': 0.6928746928746928, 'train/batch_loss': 0.6685948967933655}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.999, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.001}",glamorous-sweep-2
121,"{'test/precision': 0.6730769230769231, 'train/epoch_acc': 0.7542997542997543, 'train/batch_loss': 0.6510805487632751, 'train/epoch_loss': 0.6267796501480684, '_step': 1039, '_runtime': 469.65283608436584, 'test/f1-score': 0.7608695652173914, 'test/recall': 0.875, 'test/epoch_acc': 0.7555555555555555, 'test/epoch_loss': 0.6144020875295003, 'epoch': 9, '_wandb': {'runtime': 469}, '_timestamp': 1678739200.083605}","{'eps': 0.1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 8, 'learning_rate': 0.0001}",hopeful-sweep-3
122,"{'_timestamp': 1678738994.027642, 'test/recall': 0.8409090909090909, 'test/f1-score': 0.8409090909090909, 'test/epoch_acc': 0.8444444444444444, '_step': 279, 'epoch': 9, '_wandb': {'runtime': 353}, '_runtime': 357.5890119075775, 'test/epoch_loss': 0.3028163850307465, 'train/epoch_acc': 0.9975429975429976, 'test/precision': 0.8409090909090909, 'train/batch_loss': 0.0980801358819008, 'train/epoch_loss': 0.03763626415181805}","{'eps': 1, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 5, 'batch_size': 32, 'learning_rate': 0.003}",lunar-sweep-1
123,"{'test/recall': 0.8947368421052632, 'test/f1-score': 0.7157894736842105, '_wandb': {'runtime': 529}, '_timestamp': 1678738720.9443874, '_runtime': 529.6096863746643, 'test/epoch_acc': 0.7000000000000001, 'test/precision': 0.5964912280701754, 'test/epoch_loss': 0.5541173484590318, 'train/epoch_acc': 0.6658476658476659, 'train/batch_loss': 0.7896618843078613, '_step': 2059, 'epoch': 9, 'train/epoch_loss': 0.618659178367118}","{'eps': 1e-08, 'gamma': 0.1, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.9, 'optimizer': 'sgd', 'step_size': 2, 'batch_size': 4, 'learning_rate': 0.1}",stoic-sweep-2
124,"{'_runtime': 355.4184715747833, 'test/epoch_acc': 0.8222222222222223, 'test/precision': 0.8928571428571429, 'test/epoch_loss': 0.4269479903909895, 'epoch': 9, '_wandb': {'runtime': 353}, '_timestamp': 1678738469.1834886, 'test/recall': 0.6578947368421053, 'test/f1-score': 0.7575757575757577, 'train/epoch_acc': 0.995085995085995, 'train/batch_loss': 0.0014543599681928754, 'train/epoch_loss': 0.016353931551580648, '_step': 529}","{'eps': 1e-08, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.99, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 2, 'batch_size': 16, 'learning_rate': 0.0001}",dark-sweep-2
125,"{'_step': 1039, '_runtime': 384.5172441005707, 'test/recall': 0.8181818181818182, 'test/epoch_acc': 0.8555555555555556, 'test/precision': 0.8780487804878049, 'test/epoch_loss': 0.40116495291392007, 'train/epoch_acc': 0.8673218673218673, 'epoch': 9, '_wandb': {'runtime': 381}, '_timestamp': 1678738101.018471, 'test/f1-score': 0.8470588235294119, 'train/batch_loss': 0.31195682287216187, 'train/epoch_loss': 0.3623260387038716}","{'eps': 0.1, 'gamma': 0.5, 'epochs': 10, 'beta_one': 0.9, 'beta_two': 0.5, 'optimizer': 'adam', 'step_size': 3, 'batch_size': 8, 'learning_rate': 0.0003}",trim-sweep-1
